Brand,Release_year,Screen-size,operating_system,Internal_storage(GB),Battery(mah),RAM,Processor,Price_in_India
Vivo,2018.0,6.41,Android,64.0,3400.0,6144.0,octa-core,24999.0
Vivo,2018.0,6.41,Android,64.0,3400.0,6144.0,octa-core,28990.0
Vivo,2018.0,6.41,Android,64.0,3400.0,6144.0,octa-core,27490.0
Realme,2021.0,6.5,Android,128.0,5000.0,8192.0,octa-core,16990.0
Realme,2021.0,6.5,Android,128.0,5000.0,8192.0,octa-core,19999.0
Realme,2021.0,6.5,Android,128.0,5000.0,8192.0,octa-core,16999.0
Realme,2021.0,6.5,Android,128.0,5000.0,8192.0,octa-core,19999.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,11990.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,13999.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,10999.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,13499.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,13990.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,13999.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,10725.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,11339.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,10549.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,9490.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,8999.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,8990.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,8200.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,8990.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,8499.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,6899.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,11499.0
Xiaomi,2018.0,5.99,Android,64.0,4000.0,4096.0,octa-core,11499.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,10590.0
Xiaomi,2018.0,5.84,Android,32.0,4000.0,3072.0,octa-core,11990.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,8999.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,9999.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,8990.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,8900.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,8900.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,8899.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,8299.0
Xiaomi,2018.0,5.45,Android,32.0,3000.0,3072.0,octa-core,7999.0
Realme,2018.0,6.3,Android,64.0,3500.0,4096.0,octa-core,11950.0
Realme,2018.0,6.3,Android,64.0,3500.0,4096.0,octa-core,12600.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,15990.0
Realme,2018.0,6.3,Android,64.0,3500.0,4096.0,octa-core,16990.0
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,32990.0
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,28990.0
Vivo,2016.0,5.5,Android,32.0,3000.0,4096.0,octa-core,20000.0
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,28990.0
Realme,2018.0,6.3,Android,64.0,3500.0,4096.0,octa-core,8999.0
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,32999.0
Realme,2018.0,6.3,Android,64.0,3500.0,4096.0,octa-core,15800.0
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,40076.5
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,15999.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,18999.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,14990.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,16499.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,21999.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,19499.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,19499.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,17499.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,17499.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,14900.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,12990.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,12990.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,11990.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,17499.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,16499.0
Poco,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,16499.0
Google,2021.0,6.4,Android,256.0,4614.0,8192.0,octa-core,40076.5
Google,2021.0,6.4,Android,256.0,4614.0,8192.0,octa-core,40076.5
Google,2021.0,6.4,Android,256.0,4614.0,8192.0,octa-core,40076.5
Google,2021.0,6.4,Android,256.0,4614.0,8192.0,octa-core,38750.0
Google,2021.0,6.4,Android,256.0,4614.0,8192.0,octa-core,36990.0
Xiaomi,2017.0,5.5,Android,16.0,3080.0,2048.0,octa-core,7990.0
Xiaomi,2017.0,5.5,Android,16.0,3080.0,2048.0,octa-core,8968.0
Xiaomi,2017.0,5.5,Android,16.0,3080.0,2048.0,octa-core,10999.0
Xiaomi,2017.0,5.5,Android,16.0,3080.0,2048.0,octa-core,11999.0
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,40076.5
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,40076.5
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,40076.5
Apple,2020.0,4.7,iOS,64.0,4000.0,4096.0,Unknown_Processor,37999.0
Xiaomi,2017.0,5.5,Android,16.0,3080.0,2048.0,octa-core,8999.0
Realme,2019.0,6.3,Android,64.0,4045.0,4096.0,octa-core,14990.0
Samsung,2017.0,6.3,Android,64.0,3300.0,6144.0,octa-core,29999.0
Poco,2021.0,6.67,Android,256.0,5160.0,8192.0,octa-core,23999.0
Poco,2021.0,6.67,Android,256.0,5160.0,8192.0,octa-core,19999.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,14990.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,14999.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,15990.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,15999.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,15999.0
Poco,2021.0,6.67,Android,256.0,5160.0,8192.0,octa-core,23999.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,15999.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,17999.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,5399.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,18949.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,6745.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,6500.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,6495.0
Huawei,2018.0,6.39,Android,128.0,4200.0,6144.0,octa-core,31999.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,16999.0
Poco,2021.0,6.67,Android,256.0,5160.0,8192.0,octa-core,23999.0
Xiaomi,2019.0,6.53,Android,64.0,4500.0,6144.0,octa-core,11499.0
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,26869.0
Samsung,2017.0,6.3,Android,64.0,3300.0,6144.0,octa-core,29999.0
LG,2020.0,6.01,Android,128.0,4300.0,6144.0,octa-core,40076.5
LG,2020.0,6.01,Android,128.0,4300.0,6144.0,octa-core,40076.5
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,26869.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,6090.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,5990.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,5599.0
Xiaomi,2018.0,5.45,Android,16.0,3000.0,2048.0,quad-core,6749.0
Samsung,2017.0,6.3,Android,64.0,3300.0,6144.0,octa-core,29999.0
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,40076.5
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,40076.5
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,40076.5
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,26869.0
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,39999.0
Samsung,2018.0,5.8,Android,64.0,3000.0,4096.0,octa-core,37900.0
Poco,2021.0,6.67,Android,256.0,5160.0,8192.0,octa-core,25999.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,10940.0
Oppo,2017.0,5.5,Android,64.0,3200.0,4096.0,octa-core,10250.0
Xiaomi,2021.0,6.01,Android,256.0,5000.0,12288.0,octa-core,40076.5
Vivo,2017.0,5.7,Android,32.0,3000.0,4096.0,octa-core,19800.0
Vivo,2017.0,5.7,Android,32.0,3000.0,4096.0,octa-core,25000.0
Xiaomi,2021.0,6.01,Android,256.0,5000.0,12288.0,octa-core,40076.5
Vivo,2017.0,5.7,Android,32.0,3000.0,4096.0,octa-core,13990.0
Google,2021.0,6.7,Android,256.0,5003.0,12288.0,octa-core,40076.5
Oppo,2017.0,5.5,Android,64.0,3200.0,4096.0,octa-core,17990.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,9999.0
Google,2021.0,6.7,Android,256.0,5003.0,12288.0,octa-core,40076.5
Vivo,2017.0,5.7,Android,32.0,3000.0,4096.0,octa-core,16990.0
Oppo,2017.0,5.5,Android,64.0,3200.0,4096.0,octa-core,10990.0
Oppo,2017.0,5.5,Android,64.0,3200.0,4096.0,octa-core,20990.0
Lenovo,2017.0,5.2,Android,32.0,4000.0,3072.0,octa-core,8999.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,9999.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,10999.0
Lenovo,2017.0,5.2,Android,32.0,4000.0,3072.0,octa-core,11999.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,10999.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,11999.0
Motorola,2022.0,6.53,Android,64.0,5000.0,4096.0,octa-core,9999.0
Motorola,2022.0,6.53,Android,64.0,5000.0,4096.0,octa-core,10999.0
Samsung,2022.0,6.6,Android,128.0,5000.0,6144.0,octa-core,14499.0
Samsung,2020.0,6.7,Android,128.0,4500.0,8192.0,octa-core,39999.0
Samsung,2020.0,6.7,Android,128.0,4500.0,8192.0,octa-core,40076.5
Samsung,2020.0,6.7,Android,128.0,4500.0,8192.0,octa-core,40076.5
Samsung,2022.0,6.6,Android,128.0,5000.0,6144.0,octa-core,14499.0
Samsung,2022.0,6.6,Android,128.0,5000.0,6144.0,octa-core,14499.0
Samsung,2022.0,6.6,Android,128.0,5000.0,6144.0,octa-core,15499.0
Samsung,2022.0,6.6,Android,128.0,5000.0,6144.0,octa-core,15499.0
Samsung,2022.0,6.6,Android,128.0,5000.0,6144.0,octa-core,15499.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,12990.0
Xiaomi,2015.0,5.5,Android,16.0,4050.0,2048.0,hexa-core,9999.0
Xiaomi,2015.0,5.5,Android,16.0,4050.0,2048.0,hexa-core,6999.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,octa-core,10999.0
Nokia,2018.0,6.0,Android,32.0,3500.0,3072.0,octa-core,7399.0
Lenovo,2017.0,5.2,Android,32.0,4000.0,3072.0,octa-core,4189.0
Nokia,2018.0,6.0,Android,32.0,3500.0,3072.0,octa-core,8499.0
Lenovo,2017.0,5.2,Android,32.0,4000.0,3072.0,octa-core,7899.0
Nokia,2018.0,6.0,Android,32.0,3500.0,3072.0,octa-core,6499.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,22999.0
Realme,2019.0,6.3,Android,64.0,4035.0,4096.0,octa-core,14999.0
Realme,2019.0,6.3,Android,64.0,4035.0,4096.0,octa-core,14490.0
Realme,2019.0,6.3,Android,64.0,4035.0,4096.0,octa-core,13990.0
Oppo,2016.0,5.2,Android,32.0,2900.0,3072.0,octa-core,12945.0
Samsung,2019.0,5.8,Android,128.0,3100.0,6144.0,octa-core,40076.5
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,22999.0
Oppo,2016.0,5.2,Android,32.0,2900.0,3072.0,octa-core,12000.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,24999.0
Oppo,2016.0,5.2,Android,32.0,2900.0,3072.0,octa-core,13999.0
Oppo,2016.0,5.2,Android,32.0,2900.0,3072.0,octa-core,13999.0
Realme,2019.0,6.3,Android,64.0,4035.0,4096.0,octa-core,15849.0
Realme,2019.0,6.3,Android,64.0,4035.0,4096.0,octa-core,15985.0
OnePlus,2017.0,6.01,Android,64.0,3300.0,6144.0,octa-core,28499.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,20999.0
Samsung,2019.0,5.8,Android,128.0,3100.0,6144.0,octa-core,29499.0
OnePlus,2017.0,6.01,Android,64.0,3300.0,6144.0,octa-core,37999.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,20999.0
Realme,2019.0,6.3,Android,64.0,4035.0,4096.0,octa-core,16990.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,20999.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,22999.0
Panasonic,2018.0,6.18,Android,128.0,3000.0,6144.0,octa-core,13790.0
Panasonic,2018.0,6.18,Android,128.0,3000.0,6144.0,octa-core,29999.0
Oppo,2017.0,6.0,Android,64.0,4000.0,4096.0,octa-core,18940.0
Realme,2019.0,6.3,Android,64.0,4035.0,4096.0,octa-core,16999.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,22999.0
Xiaomi,2022.0,6.67,Android,256.0,5000.0,8192.0,octa-core,19500.0
Samsung,2019.0,5.8,Android,128.0,3100.0,6144.0,octa-core,40076.5
Oppo,2017.0,6.0,Android,64.0,4000.0,4096.0,octa-core,22990.0
Other,2018.0,5.45,Android,16.0,3200.0,2048.0,quad-core,4499.0
Other,2018.0,5.45,Android,16.0,3200.0,2048.0,quad-core,5999.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,6750.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,6999.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,7900.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,5999.0
Oppo,2017.0,6.0,Android,64.0,4000.0,4096.0,octa-core,21940.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,5999.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,6999.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,6999.0
OnePlus,2022.0,6.4,Android,128.0,4500.0,8192.0,octa-core,24999.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,6999.0
Oppo,2017.0,6.0,Android,32.0,3200.0,4096.0,octa-core,18990.0
Oppo,2017.0,6.0,Android,32.0,3200.0,4096.0,octa-core,17990.0
Oppo,2017.0,6.0,Android,32.0,3200.0,4096.0,octa-core,14490.0
Oppo,2017.0,6.0,Android,32.0,3200.0,4096.0,octa-core,12990.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,Unknown_Processor,8500.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,Unknown_Processor,8999.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,Unknown_Processor,9990.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,Unknown_Processor,9990.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,Unknown_Processor,10990.0
Xiaomi,2019.0,6.3,Android,32.0,4000.0,3072.0,Unknown_Processor,10999.0
Oppo,2017.0,6.0,Android,32.0,3200.0,4096.0,octa-core,19760.0
OnePlus,2022.0,6.4,Android,128.0,4500.0,8192.0,octa-core,18999.0
Xiaomi,2017.0,5.0,Android,16.0,3000.0,2048.0,quad-core,5999.0
Oppo,2017.0,6.0,Android,64.0,4000.0,4096.0,octa-core,22990.0
OnePlus,2022.0,6.4,Android,128.0,4500.0,8192.0,octa-core,24999.0
Oppo,2016.0,5.2,Android,32.0,2900.0,3072.0,octa-core,13999.0
LG,2020.0,6.01,Android,128.0,4000.0,8192.0,octa-core,39990.0
LG,2020.0,6.01,Android,128.0,4000.0,8192.0,octa-core,40076.5
OnePlus,2017.0,6.01,Android,64.0,3300.0,6144.0,octa-core,37999.0
OnePlus,2022.0,6.4,Android,128.0,4500.0,8192.0,octa-core,23999.0
Honor,2017.0,5.93,Android,32.0,3340.0,4096.0,octa-core,9999.0
Honor,2017.0,5.93,Android,32.0,3340.0,4096.0,octa-core,9999.0
Samsung,2015.0,5.5,Android,16.0,3000.0,1536.0,octa-core,8999.0
Samsung,2015.0,5.5,Android,16.0,3000.0,1536.0,octa-core,9990.0
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,21998.0
Samsung,2020.0,6.7,Android,128.0,4500.0,8192.0,octa-core,27499.0
OnePlus,2019.0,6.67,Android,128.0,4000.0,6144.0,octa-core,40076.5
Samsung,2020.0,6.7,Android,128.0,4500.0,8192.0,octa-core,40076.5
Honor,2017.0,5.93,Android,32.0,3340.0,4096.0,octa-core,10999.0
Xiaomi,2016.0,5.0,Android,16.0,4100.0,2048.0,octa-core,4999.0
Xiaomi,2016.0,5.0,Android,16.0,4100.0,2048.0,octa-core,6999.0
Xiaomi,2016.0,5.0,Android,16.0,4100.0,2048.0,octa-core,6999.0
Xiaomi,2016.0,5.0,Android,16.0,4100.0,2048.0,octa-core,7990.0
Samsung,2020.0,6.7,Android,128.0,4500.0,8192.0,octa-core,40076.5
Honor,2017.0,5.93,Android,32.0,3340.0,4096.0,octa-core,11499.0
Honor,2017.0,5.9,Android,64.0,3340.0,4096.0,octa-core,8399.0
Honor,2017.0,5.93,Android,32.0,3340.0,4096.0,octa-core,12496.0
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,18900.0
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,18999.0
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,24999.0
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,24999.0
Nokia,2019.0,5.99,Android,128.0,3320.0,6144.0,octa-core,39450.0
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,14999.0
Honor,2017.0,5.9,Android,64.0,3340.0,4096.0,octa-core,7699.0
Samsung,2020.0,6.9,Android,128.0,5000.0,12288.0,octa-core,40076.5
Honor,2017.0,5.9,Android,64.0,3340.0,4096.0,octa-core,9799.0
Samsung,2020.0,6.9,Android,128.0,5000.0,12288.0,octa-core,40076.5
Samsung,2020.0,6.9,Android,128.0,5000.0,12288.0,octa-core,40076.5
Samsung,2020.0,6.9,Android,128.0,5000.0,12288.0,octa-core,40076.5
Honor,2017.0,5.93,Android,32.0,3340.0,4096.0,octa-core,12499.0
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,17999.0
Honor,2017.0,5.9,Android,64.0,3340.0,4096.0,octa-core,14389.0
Xiaomi,2016.0,5.0,Android,16.0,4100.0,2048.0,octa-core,10999.0
Xiaomi,2016.0,5.0,Android,16.0,4100.0,2048.0,octa-core,10999.0
Motorola,2022.0,6.6,Android,128.0,5000.0,8192.0,octa-core,21499.0
Xiaomi,2016.0,5.15,Android,32.0,3000.0,3072.0,quad-core,8099.0
Samsung,2019.0,6.8,Android,256.0,4300.0,12288.0,octa-core,40076.5
OnePlus,2019.0,6.67,Android,128.0,4000.0,6144.0,octa-core,40076.5
OnePlus,2019.0,6.67,Android,128.0,4000.0,6144.0,octa-core,40076.5
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,11999.0
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,11999.0
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,11999.0
Xiaomi,2016.0,5.15,Android,32.0,3000.0,3072.0,quad-core,7399.0
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,11999.0
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,10999.0
Xiaomi,2016.0,5.5,Android,32.0,4100.0,2048.0,octa-core,10649.0
Xiaomi,2016.0,5.5,Android,32.0,4100.0,2048.0,octa-core,12749.0
Xiaomi,2016.0,5.5,Android,32.0,4100.0,2048.0,octa-core,12749.0
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,9995.0
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,8848.0
Samsung,2019.0,6.8,Android,256.0,4300.0,12288.0,octa-core,40076.5
Xiaomi,2018.0,5.99,Android,32.0,4000.0,3072.0,octa-core,10999.0
Xiaomi,2016.0,5.15,Android,32.0,3000.0,3072.0,quad-core,5199.0
Samsung,2019.0,6.8,Android,256.0,4300.0,12288.0,octa-core,40076.5
OnePlus,2020.0,6.78,Android,128.0,4510.0,8192.0,octa-core,40076.5
Motorola,2022.0,6.6,Android,128.0,5000.0,8192.0,octa-core,21499.0
Motorola,2022.0,6.6,Android,128.0,5000.0,8192.0,octa-core,19999.0
Motorola,2022.0,6.6,Android,128.0,5000.0,8192.0,octa-core,19999.0
OnePlus,2020.0,6.78,Android,128.0,4510.0,8192.0,octa-core,40076.5
OnePlus,2020.0,6.78,Android,128.0,4510.0,8192.0,octa-core,40076.5
OnePlus,2019.0,6.67,Android,128.0,4000.0,6144.0,octa-core,39990.0
OnePlus,2020.0,6.78,Android,128.0,4510.0,8192.0,octa-core,40076.5
Samsung,2019.0,6.8,Android,256.0,4300.0,12288.0,octa-core,40076.5
Xiaomi,2019.0,6.39,Android,64.0,4000.0,6144.0,octa-core,17999.0
Vivo,2017.0,5.5,Android,32.0,3000.0,3072.0,octa-core,13990.0
Xiaomi,2016.0,5.5,Android,32.0,4100.0,2048.0,octa-core,8490.0
Xiaomi,2016.0,5.5,Android,32.0,4100.0,2048.0,octa-core,10000.0
Xiaomi,2016.0,5.5,Android,32.0,4100.0,2048.0,octa-core,10250.0
OnePlus,2019.0,6.67,Android,128.0,4000.0,6144.0,octa-core,39990.0
OnePlus,2020.0,6.78,Android,128.0,4510.0,8192.0,octa-core,40076.5
Samsung,2019.0,6.8,Android,256.0,4300.0,12288.0,octa-core,40076.5
Vivo,2017.0,5.5,Android,32.0,3000.0,3072.0,octa-core,13990.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,28999.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,28999.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,28999.0
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,25999.0
Asus,2019.0,6.4,Android,64.0,5000.0,6144.0,octa-core,40076.5
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,23999.0
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,23999.0
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,24998.0
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,25999.0
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,25999.0
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,27999.0
Samsung,2017.0,5.7,Android,32.0,3300.0,4096.0,octa-core,6099.0
Samsung,2017.0,5.7,Android,32.0,3300.0,4096.0,octa-core,7599.0
Asus,2019.0,6.4,Android,64.0,5000.0,6144.0,octa-core,35999.0
Asus,2019.0,6.4,Android,64.0,5000.0,6144.0,octa-core,38999.0
Asus,2019.0,6.4,Android,64.0,5000.0,6144.0,octa-core,40076.5
Asus,2019.0,6.4,Android,64.0,5000.0,6144.0,octa-core,40076.5
Samsung,2022.0,6.7,Android,128.0,5000.0,8192.0,octa-core,26499.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,23999.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,23999.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,23999.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,23999.0
Asus,2019.0,6.4,Android,64.0,5000.0,6144.0,octa-core,35999.0
Asus,2019.0,6.4,Android,64.0,5000.0,6144.0,octa-core,38999.0
Vivo,2022.0,6.44,Android,128.0,4700.0,8192.0,octa-core,24999.0
Xiaomi,2020.0,6.67,Android,128.0,4780.0,8192.0,octa-core,34999.0
OnePlus,2020.0,6.55,Android,256.0,4300.0,12288.0,octa-core,40076.5
OnePlus,2020.0,6.55,Android,256.0,4300.0,12288.0,octa-core,40076.5
OnePlus,2020.0,6.55,Android,256.0,4300.0,12288.0,octa-core,40076.5
OnePlus,2020.0,6.55,Android,256.0,4300.0,12288.0,octa-core,39999.0
OnePlus,2020.0,6.55,Android,256.0,4300.0,12288.0,octa-core,30999.0
OnePlus,2020.0,6.55,Android,256.0,4300.0,12288.0,octa-core,30999.0
Oppo,2017.0,5.2,Android,16.0,3000.0,2048.0,octa-core,8900.0
Oppo,2017.0,5.2,Android,16.0,3000.0,2048.0,octa-core,9540.0
Honor,2019.0,6.59,Android,128.0,4000.0,4096.0,octa-core,17990.0
Xiaomi,2022.0,6.67,Android,128.0,4500.0,8192.0,octa-core,28999.0
iQOO,2022.0,6.44,Android,256.0,4700.0,12288.0,octa-core,23999.0
iQOO,2022.0,6.44,Android,256.0,4700.0,12288.0,octa-core,23790.0
iQOO,2022.0,6.44,Android,256.0,4700.0,12288.0,octa-core,24999.0
iQOO,2022.0,6.44,Android,256.0,4700.0,12288.0,octa-core,25990.0
Xiaomi,2022.0,6.67,Android,128.0,5160.0,8192.0,octa-core,26999.0
Xiaomi,2022.0,6.67,Android,128.0,5160.0,8192.0,octa-core,26999.0
Xiaomi,2022.0,6.67,Android,128.0,5160.0,8192.0,octa-core,24999.0
Xiaomi,2022.0,6.67,Android,128.0,5160.0,8192.0,octa-core,24999.0
iQOO,2022.0,6.44,Android,256.0,4700.0,12288.0,octa-core,22290.0
